"ДАТА","ТИП","СО СЧЁТА","НА СЧЁТ / НА КАТЕГОРИЮ","СУММА","ВАЛЮТА","СУММА 2","ВАЛЮТА 2","МЕТКИ","ЗАМЕТКИ"
"29.10.20","Расход","Kaspi Медет ","Общие (Платежи)","5","KZT","5","KZT","","Баланс"
"29.10.20","Расход","Halyk Медет","Общие (Платежи)","165","KZT","165","KZT","","Баланс "
"29.10.20","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание "
"29.10.20","Расход","Наличные Айкумiс ","Необходимое (Продукты)","290","KZT","290","KZT","","Вода"
"29.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","10","KZT","10","KZT","",""
"29.10.20","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","1000","KZT","1000","KZT","",""
"29.10.20","Расход","Kaspi Айкумiс ","Продукты","400","KZT","400","KZT","","Вареники"
"28.10.20","Перевод","Halyk Айкумiс ","Наличные Медет ","22500","KZT","22500","KZT","",""
"28.10.20","Расход","Halyk Медет","Общие (Платежи)","8334","KZT","8334","KZT","","Штраф"
"28.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.10.20","Расход","Наличные Айкумiс ","Такси (Транспорт)","900","KZT","900","KZT","",""
"28.10.20","Расход","Halyk Айкумiс ","Личный транспорт (Транспорт)","694.5","KZT","694.5","KZT","","Пошлина 3"
"28.10.20","Расход","Halyk Айкумiс ","Личный транспорт (Транспорт)","3472.5","KZT","3472.5","KZT","","Пошлина 2"
"28.10.20","Расход","Halyk Айкумiс ","Личный транспорт (Транспорт)","7778.4","KZT","7778.4","KZT","","Пошлина 1"
"28.10.20","Перевод","Halyk Айкумiс ","Halyk Медет","8500","KZT","8500","KZT","",""
"28.10.20","Расход","Kaspi Айкумiс ","Такси (Транспорт)","400","KZT","400","KZT","",""
"27.10.20","Расход","Kaspi Медет ","Машина (Покупки)","975000","KZT","975000","KZT","","Покупка авто"
"27.10.20","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1200","KZT","1200","KZT","",""
"27.10.20","Расход","Kaspi Медет ","Необходимое (Продукты)","695","KZT","695","KZT","","Магазин "
"27.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"27.10.20","Расход","Наличные Айкумiс ","Такси (Транспорт)","1150","KZT","1150","KZT","",""
"27.10.20","Расход","Наличные Медет ","Такси (Транспорт)","1800","KZT","1800","KZT","","Для осмотра машины"
"26.10.20","Расход","Kaspi Медет ","Общие (Платежи)","100","KZT","100","KZT","","Баланс"
"26.10.20","Расход","Наличные Медет ","Продукты","910","KZT","910","KZT","","Обед",""
"25.10.20","Доход","Наличные Медет ","Разное","1500","KZT","1500","KZT","",""
"25.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","315","KZT","315","KZT","","Молоко"
"25.10.20","Расход","Kaspi Медет ","Общие (Платежи)","176","KZT","176","KZT","","Баланс"
"25.10.20","Расход","Kaspi Медет ","Такси (Транспорт)","800","KZT","800","KZT","",""
"24.10.20","Расход","Наличные Медет ","Необязательное (Продукты)","300","KZT","300","KZT","","Сникерс"
"24.10.20","Расход","Kaspi Айкумiс ","Кафе","2600","KZT","2600","KZT","","Бургеры"
"24.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","85","KZT","85","KZT","","Хлеб"
"23.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","285","KZT","285","KZT","","Вода"
"23.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","2500","KZT","2500","KZT","",""
"23.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","15","KZT","15","KZT","",""
"23.10.20","Расход","Наличные Медет ","Копилка","200","KZT","200","KZT","",""
"23.10.20","Расход","Наличные Айкумiс ","Копилка","300","KZT","300","KZT","",""
"23.10.20","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","5000","KZT","5000","KZT","",""
"23.10.20","Расход","Наличные Айкумiс ","Необходимое (Продукты)","385","KZT","385","KZT","","Картошка"
"23.10.20","Расход","Kaspi Айкумiс ","Разное (Покупки)","300","KZT","300","KZT","","Асеме сдача за духи"
"23.10.20","Расход","Kaspi Айкумiс ","Общие (Платежи)","1400","KZT","1400","KZT","","Баланс"
"23.10.20","Перевод","Нам должны","Kaspi Айкумiс ","5000","KZT","5000","KZT","","Мама Айкумiс "
"23.10.20","Перевод","Нам должны","Kaspi Айкумiс ","4000","KZT","4000","KZT","",""
"22.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"22.10.20","Расход","Halyk Айкумiс ","Необходимое (Продукты)","3154","KZT","3154","KZT","",""
"22.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","3700","KZT","3700","KZT","",""
"22.10.20","Расход","Kaspi Айкумiс ","Подарки","1600","KZT","1600","KZT","","За шары"
"22.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","320","KZT","320","KZT","",""
"21.10.20","Расход","Наличные Айкумiс ","Необязательное (Продукты)","260","KZT","260","KZT","","Неизвестно",""
"21.10.20","Расход","Наличные Медет ","Коррекция","155","KZT","155","KZT","",""
"21.10.20","Расход","Kaspi Медет ","Необходимое (Продукты)","355","KZT","355","KZT","",""
"21.10.20","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"20.10.20","Расход","Halyk Айкумiс ","Общие (Платежи)","721","KZT","721","KZT","","Баланс"
"19.10.20","Расход","Kaspi Медет ","Общие (Платежи)","5133","KZT","5133","KZT","","Паспорт"
"19.10.20","Расход","Halyk Медет","Общие (Платежи)","22624","KZT","22624","KZT","","Паспорт"
"19.10.20","Расход","Kaspi Медет ","Досуг","2620","KZT","2620","KZT","","Пиво"
"19.10.20","Расход","Kaspi Медет ","Необязательное (Продукты)","625","KZT","625","KZT","",""
"19.10.20","Расход","Kaspi Медет ","Необязательное (Продукты)","1881","KZT","1881","KZT","",""
"18.10.20","Расход","Наличные Медет ","Продукты","285","KZT","285","KZT","","Вода"
"18.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","100","KZT","100","KZT","",""
"18.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","500","KZT","500","KZT","",""
"18.10.20","Расход","Наличные Медет ","Кафе","640","KZT","640","KZT","","Перекус"
"18.10.20","Расход","Наличные Медет ","Уход за собой","1500","KZT","1500","KZT","","Парикмахер "
"18.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","240","KZT","240","KZT","",""
"18.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","1000","KZT","1000","KZT","",""
"18.10.20","Расход","Kaspi Медет ","Общие (Платежи)","120","KZT","120","KZT","","Баланс"
"18.10.20","Расход","Halyk Медет","Необходимое (Продукты)","2827","KZT","2827","KZT","",""
"18.10.20","Расход","Halyk Медет","Личный транспорт (Транспорт)","3000","KZT","3000","KZT","","В Аулиеколь"
"18.10.20","Расход","Halyk Медет","Общие (Платежи)","141","KZT","141","KZT","","Баланс"
"18.10.20","Расход","Kaspi Айкумiс ","Разное (Покупки)","200","KZT","200","KZT","","Асеме"
"17.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"17.10.20","Расход","Наличные Айкумiс ","Разное (Покупки)","580","KZT","580","KZT","",""
"17.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","10","KZT","10","KZT","",""
"17.10.20","Расход","Наличные Айкумiс ","Разное (Покупки)","1000","KZT","1000","KZT","","Струны "
"17.10.20","Расход","Наличные Медет ","Кафе","2145","KZT","2145","KZT","","Обед "
"17.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","145","KZT","145","KZT","",""
"17.10.20","Расход","Наличные Айкумiс ","Подарки","1700","KZT","1700","KZT","",""
"17.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","4000","KZT","4000","KZT","",""
"17.10.20","Перевод","Halyk Медет","Наличные Медет ","7000","KZT","7000","KZT","",""
"17.10.20","Расход","Наличные Айкумiс ","Благотворительность (Подарки)","58","KZT","58","KZT","","Благотворительность"
"17.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","320","KZT","320","KZT","",""
"16.10.20","Расход","Наличные Айкумiс ","Такси (Транспорт)","600","KZT","600","KZT","",""
"16.10.20","Расход","Halyk Медет","Кафе","8459","KZT","8459","KZT","","First"
"16.10.20","Расход","Наличные Медет ","Такси (Транспорт)","800","KZT","800","KZT","",""
"16.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","150","KZT","150","KZT","",""
"16.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","1800","KZT","1800","KZT","",""
"16.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"16.10.20","Расход","Наличные Медет ","Продукты","200","KZT","200","KZT","","Вода на работе "
"16.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","200","KZT","200","KZT","","Хлеб "
"15.10.20","Расход","Наличные Айкумiс ","Такси (Транспорт)","520","KZT","520","KZT","",""
"15.10.20","Доход","Наличные Айкумiс ","Зарплата Айкумiс","3500","KZT","3500","KZT","",""
"15.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"15.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"14.10.20","Расход","Halyk Медет","Общие (Платежи)","67.57","KZT","67.57","KZT","","Баланс"
"14.10.20","Расход","Kaspi Айкумiс ","Досуг","1100","KZT","1100","KZT","","Пиво"
"14.10.20","Расход","Наличные Медет ","Коррекция","50","KZT","50","KZT","","Добавил Тлеку"
"14.10.20","Перевод","Halyk Медет","Наличные Медет ","1000","KZT","1000","KZT","",""
"14.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"14.10.20","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","7000","KZT","7000","KZT","",""
"14.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","3000","KZT","3000","KZT","",""
"14.10.20","Расход","Наличные Медет ","Кафе","1200","KZT","1200","KZT","","Обед"
"14.10.20","Расход","Наличные Медет ","Разное (Покупки)","120","KZT","120","KZT","","Ручки"
"14.10.20","Расход","Наличные Медет ","Такси (Транспорт)","1000","KZT","1000","KZT","",""
"14.10.20","Перевод","Halyk Медет","Наличные Медет ","2000","KZT","2000","KZT","",""
"14.10.20","Расход","Наличные Медет ","Уход за собой","200","KZT","200","KZT","","Влажные салфетки"
"14.10.20","Расход","Наличные Медет ","Продукты","500","KZT","500","KZT","","Энергетик"
"14.10.20","Расход","Kaspi Медет ","Кафе","1130","KZT","1130","KZT","","Еда на жд"
"13.10.20","Перевод","Kaspi Айкумiс ","Нам должны","4000","KZT","4000","KZT","","Гулине"
"13.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","5000","KZT","5000","KZT","",""
"13.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"13.10.20","Доход","Halyk Айкумiс ","Пособие ","50000","KZT","50000","KZT","",""
"13.10.20","Расход","Наличные Медет ","Необязательное (Продукты)","1290","KZT","1290","KZT","","В дорогу"
"12.10.20","Расход","Kaspi Медет ","Разное (Покупки)","5000","KZT","5000","KZT","","Залог сраный "
"12.10.20","Расход","Наличные Айкумiс ","Копилка","100","KZT","100","KZT","",""
"12.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","33","KZT","33","KZT","",""
"12.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","50","KZT","50","KZT","",""
"12.10.20","Перевод","Halyk Медет","Наличные Медет ","1950","KZT","1950","KZT","",""
"12.10.20","Расход","Наличные Медет ","Такси (Транспорт)","370","KZT","370","KZT","",""
"12.10.20","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","1000","KZT","1000","KZT","",""
"12.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","130","KZT","130","KZT","",""
"12.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"12.10.20","Перевод","Наличные Медет ","Kaspi Медет ","1000","KZT","1000","KZT","",""
"12.10.20","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","557","KZT","557","KZT","","Хлеб","",""
"12.10.20","Расход","Наличные Медет ","Коррекция","3","KZT","3","KZT","","Коррекция при переводах"
"12.10.20","Перевод","Kaspi Медет ","Наличные Медет ","1450","KZT","1450","KZT","",""
"12.10.20","Расход","Наличные Медет ","Разное (Покупки)","5041","KZT","5041","KZT","","КАЗТЕСТ"
"12.10.20","Расход","Наличные Медет ","Поездки (Транспорт)","6648","KZT","6648","KZT","","В Астану туда-обратно"
"12.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"12.10.20","Расход","Kaspi Медет ","Общие (Платежи)","90.44","KZT","90.44","KZT","","Баланс"
"12.10.20","Перевод","Halyk Медет","Наличные Медет ","12000","KZT","12000","KZT","",""
"12.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"12.10.20","Расход","Kaspi Медет ","Коммунальные (Платежи)","4009.56","KZT","4009.56","KZT","",""
"12.10.20","Расход","Наличные Медет ","Такси (Транспорт)","1000","KZT","1000","KZT","",""
"11.10.20","Доход","Kaspi Медет ","Разное","23000","KZT","23000","KZT","","На паспорт"
"11.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"11.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","3000","KZT","3000","KZT","",""
"11.10.20","Расход","Наличные Медет ","Одежда  (Покупки)","4000","KZT","4000","KZT","",""
"11.10.20","Перевод","Halyk Медет","Kaspi Медет ","5000","KZT","5000","KZT","",""
"11.10.20","Перевод","Halyk Медет","Наличные Медет ","5000","KZT","5000","KZT","",""
"11.10.20","Расход","Наличные Медет ","Необязательное (Продукты)","200","KZT","200","KZT","","Перекус"
"11.10.20","Расход","Наличные Медет ","Разное (Покупки)","450","KZT","450","KZT","","Фото 3х4"
"11.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","240","KZT","240","KZT","",""
"11.10.20","Расход","Наличные Медет ","Личный транспорт (Транспорт)","775","KZT","775","KZT","","Бензин"
"11.10.20","Перевод","Наличные Медет ","Наличные Айкумiс ","70","KZT","70","KZT","",""
"11.10.20","Перевод","Наличные Айкумiс ","Наличные Медет ","2000","KZT","2000","KZT","",""
"09.10.20","Расход","Kaspi Айкумiс ","Уход за собой","2000","KZT","2000","KZT","","Ногти"
"09.10.20","Расход","Наличные Медет ","Продукты","275","KZT","275","KZT","","Вода"
"09.10.20","Расход","Наличные Айкумiс ","Коррекция","70","KZT","70","KZT","",""
"09.10.20","Доход","Наличные Айкумiс ","Зарплата Айкумiс","2500","KZT","2500","KZT","",""
"09.10.20","Расход","Halyk Медет","Коррекция","48.76","KZT","48.76","KZT","","Непонятно на что ушло с карты "
"09.10.20","Расход","Halyk Медет","Общие (Платежи)","89","KZT","89","KZT","","Баланс"
"09.10.20","Расход","Halyk Медет","Продукты","400","KZT","400","KZT","","Обед"
"09.10.20","Расход","Наличные Медет ","Такси (Транспорт)","500","KZT","500","KZT","",""
"09.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"09.10.20","Расход","Наличные Айкумiс ","Необязательное (Продукты)","560","KZT","560","KZT","","Перекус"
"09.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"08.10.20","Расход","Kaspi Айкумiс ","Уход за собой","18670.4","KZT","18670.4","KZT","","Духи"
"08.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","4000","KZT","4000","KZT","",""
"08.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"08.10.20","Расход","Kaspi Айкумiс ","Досуг","1285","KZT","1285","KZT","","Пиво"
"08.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","240","KZT","240","KZT","",""
"08.10.20","Расход","Halyk Медет","Здоровье","2000","KZT","2000","KZT","","Флюра"
"08.10.20","Расход","Kaspi Медет ","Здоровье","1200","KZT","1200","KZT","","Экг"
"08.10.20","Расход","Kaspi Медет ","Общие (Платежи)","19","KZT","19","KZT","","Баланс"
"07.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","6000","KZT","6000","KZT","",""
"07.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"06.10.20","Расход","Halyk Медет","Разное (Покупки)","1143.04","KZT","1143.04","KZT","","Щипцы"
"06.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"06.10.20","Доход","Halyk Айкумiс ","Пособие ","52219","KZT","52219","KZT","",""
"06.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","5000","KZT","5000","KZT","",""
"05.10.20","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","265","KZT","265","KZT","","Семки "
"05.10.20","Расход","Наличные Медет ","Продукты","445","KZT","445","KZT","","Молоко",""
"05.10.20","Расход","Наличные Медет ","Необязательное (Продукты)","930","KZT","930","KZT","","На работу к чаю"
"04.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","4000","KZT","4000","KZT","",""
"04.10.20","Расход","Наличные Айкумiс ","Уход за собой","30","KZT","30","KZT","","Туалет"
"04.10.20","Расход","Наличные Айкумiс ","Подарки","330","KZT","330","KZT","","Ленты"
"04.10.20","Расход","Kaspi Айкумiс ","Кафе","2250","KZT","2250","KZT","","Жузире за пиво и суши "
"04.10.20","Расход","Kaspi Айкумiс ","Подарки","6500","KZT","6500","KZT","","Кофта Амире"
"04.10.20","Расход","Kaspi Медет ","Продукты","430","KZT","430","KZT","","Обед"
"04.10.20","Расход","Наличные Медет ","Личный транспорт (Транспорт)","1000","KZT","1000","KZT","","Газ"
"04.10.20","Расход","Наличные Медет ","Разное (Покупки)","4700","KZT","4700","KZT","","Для кальяна "
"04.10.20","Перевод","Halyk Медет","Наличные Медет ","8000","KZT","8000","KZT","",""
"04.10.20","Расход","Наличные Медет ","Кафе","200","KZT","200","KZT","","На денеры"
"04.10.20","Расход","Halyk Медет","Общие (Платежи)","300","KZT","300","KZT","","Комиссия за перевод "
"04.10.20","Перевод","Halyk Медет","Кредит наличными","202412","KZT","202412","KZT","",""
"03.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","2500","KZT","2500","KZT","",""
"03.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"03.10.20","Расход","Наличные Айкумiс ","Кафе","1500","KZT","1500","KZT","","Дёнеры"
"03.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"03.10.20","Расход","Kaspi Медет ","Для дома  (Покупки)","1200","KZT","1200","KZT","","Сифон"
"03.10.20","Расход","Halyk Медет","Необходимое (Продукты)","10208","KZT","10208","KZT","",""
"03.10.20","Расход","Наличные Медет ","Продукты","480","KZT","480","KZT","","Перекус"
"03.10.20","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"02.10.20","Доход","Наличные Айкумiс ","Зарплата Айкумiс","5500","KZT","5500","KZT","",""
"02.10.20","Расход","Наличные Айкумiс ","Кафе","3000","KZT","3000","KZT","","Суши"
"02.10.20","Расход","Наличные Айкумiс ","Уход за собой","30","KZT","30","KZT","","Туалет"
"02.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"02.10.20","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","500","KZT","500","KZT","",""
"02.10.20","Доход","Halyk Медет","Зарплата Медет","74400","KZT","74400","KZT","","Премия"
"02.10.20","Расход","Kaspi Медет ","Коммунальные (Платежи)","3500","KZT","3500","KZT","","Интернет"
"02.10.20","Расход","Kaspi Медет ","Продукты","1085","KZT","1085","KZT","","Обед"
"01.10.20","Доход","Halyk Медет","Зарплата Медет","292724.69","KZT","292724.69","KZT","",""
"01.10.20","Расход","Наличные Медет ","Необходимое (Продукты)","290","KZT","290","KZT","","Вода "
"01.10.20","Расход","Наличные Медет ","Копилка","50","KZT","50","KZT","",""
"01.10.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"01.10.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"01.10.20","Расход","Kaspi Медет ","Необязательное (Продукты)","365","KZT","365","KZT","","Обед"
"01.10.20","Расход","Kaspi Медет ","Кредит (Платежи)","6501","KZT","6501","KZT","",""
"01.10.20","Перевод","Halyk Медет","Kaspi Медет ","10000","KZT","10000","KZT","",""
"01.10.20","Расход","Halyk Медет","Коммунальные (Платежи)","50000","KZT","50000","KZT","","Квартира"
"01.10.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","5000","KZT","5000","KZT","",""
"01.10.20","Перевод","Нам должны","Kaspi Медет ","5000","KZT","5000","KZT","","Тлек"
"30.09.20","Расход","Kaspi Медет ","Общие (Платежи)","140","KZT","140","KZT","","Баланс"
"30.09.20","Расход","Halyk Айкумiс ","Необязательное (Продукты)","825","KZT","825","KZT","",""
"30.09.20","Расход","Наличные Айкумiс ","Разное (Покупки)","30","KZT","30","KZT","","Туалет"
"30.09.20","Расход","Наличные Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"30.09.20","Перевод","Нам должны","Kaspi Айкумiс ","2500","KZT","2500","KZT","",""
"30.09.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","4000","KZT","4000","KZT","",""
"30.09.20","Расход","Наличные Медет ","Продукты","360","KZT","360","KZT","","Обед "
"29.09.20","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","885","KZT","885","KZT","",""
"29.09.20","Расход","Наличные Айкумiс ","Разное (Покупки)","1290","KZT","1290","KZT","","Материал",""
"29.09.20","Расход","Kaspi Медет ","Такси (Транспорт)","560","KZT","560","KZT","",""
"29.09.20","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1000","KZT","1000","KZT","",""
"29.09.20","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","7500","KZT","7500","KZT","",""
"29.09.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"29.09.20","Расход","Наличные Медет ","Необязательное (Продукты)","420","KZT","420","KZT","","Обед "
"28.09.20","Перевод","Наличные Айкумiс ","Наличные Медет ","1000","KZT","1000","KZT","",""
"28.09.20","Расход","Наличные Медет ","Копилка","50","KZT","50","KZT","",""
"28.09.20","Расход","Halyk Медет","Общие (Платежи)","60","KZT","60","KZT","","Баланс"
"27.09.20","Расход","Kaspi Медет ","Общие (Платежи)","230","KZT","230","KZT","","Баланс"
"26.09.20","Расход","Kaspi Медет ","Досуг","1770","KZT","1770","KZT","","К Жандосу "
"26.09.20","Расход","Halyk Айкумiс ","Здоровье","185","KZT","185","KZT","",""
"26.09.20","Расход","Kaspi Медет ","Общие (Платежи)","180","KZT","180","KZT","","Баланс"
"26.09.20","Расход","Halyk Медет","Личный транспорт (Транспорт)","850","KZT","850","KZT","","Антифриз"
"25.09.20","Расход","Наличные Медет ","Необязательное (Продукты)","590","KZT","590","KZT","","Перекус"
"24.09.20","Расход","Halyk Айкумiс ","Необязательное (Продукты)","1096","KZT","1096","KZT","",""
"24.09.20","Расход","Kaspi Айкумiс ","Такси (Транспорт)","339.99","KZT","339.99","KZT","",""
"23.09.20","Расход","Наличные Медет ","Необходимое (Продукты)","200","KZT","200","KZT","","Хлеб"
"23.09.20","Расход","Наличные Медет ","Необходимое (Продукты)","285","KZT","285","KZT","","Вода"
"22.09.20","Перевод","Наличные Айкумiс ","Наличные Медет ","530","KZT","530","KZT","",""
"22.09.20","Расход","Наличные Айкумiс ","Копилка","400","KZT","400","KZT","",""
"22.09.20","Расход","Halyk Айкумiс ","Необходимое (Продукты)","85","KZT","85","KZT","","Хлеб"
"22.09.20","Расход","Kaspi Айкумiс ","Разное (Покупки)","200","KZT","200","KZT","","Асеме"
"22.09.20","Расход","Наличные Медет ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"22.09.20","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"22.09.20","Расход","Halyk Медет","Общие (Платежи)","223","KZT","223","KZT","","Баланс"
"21.09.20","Перевод","Наличные Айкумiс ","Kaspi Айкумiс ","500","KZT","500","KZT","",""
"21.09.20","Расход","Halyk Медет","Общие (Платежи)","90","KZT","90","KZT","","Комиссия "
"21.09.20","Расход","Наличные Айкумiс ","Такси (Транспорт)","500","KZT","500","KZT","",""
"21.09.20","Расход","Наличные Айкумiс ","Подарки","7500","KZT","7500","KZT","","Жулдыз "
"21.09.20","Перевод","Halyk Медет","Наличные Айкумiс ","9000","KZT","9000","KZT","",""
"21.09.20","Перевод","Halyk Айкумiс ","Halyk Медет","10000","KZT","10000","KZT","",""
"21.09.20","Расход","Наличные Медет ","Продукты","95","KZT","95","KZT","","Хлеб "
"21.09.20","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","1130","KZT","1130","KZT","","Жандосу"
"21.09.20","Перевод","Наличные Медет ","Halyk Медет","300","KZT","300","KZT","",""
"21.09.20","Расход","Halyk Айкумiс ","Общие (Платежи)","1395","KZT","1395","KZT","","Баланс "
"20.09.20","Расход","Наличные Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"20.09.20","Перевод","Kaspi Медет ","Нам должны","5000","KZT","5000","KZT","","Тлек "
"20.09.20","Расход","Наличные Медет ","Необходимое (Продукты)","355","KZT","355","KZT","","Молоко хлеб"
"20.09.20","Расход","Наличные Медет ","Необходимое (Продукты)","155","KZT","155","KZT","","Огурцы "
"20.09.20","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"20.09.20","Доход","Kaspi Медет ","Разное","10000","KZT","10000","KZT","","От мамы"
"20.09.20","Расход","Наличные Медет ","Такси (Транспорт)","580","KZT","580","KZT","",""
"19.09.20","Расход","Kaspi Медет ","Общие (Платежи)","72.8","KZT","72.8","KZT","","Баланс"
"19.09.20","Расход","Kaspi Медет ","Кафе","90","KZT","90","KZT","","Добавил на суши"
"19.09.20","Расход","Наличные Медет ","Необязательное (Продукты)","160","KZT","160","KZT","","Кофе 3в1"
"19.09.20","Перевод","Наличные Айкумiс ","Наличные Медет ","70","KZT","70","KZT","",""
"19.09.20","Расход","Наличные Айкумiс ","Подарки","1270","KZT","1270","KZT","","К тете"
"19.09.20","Расход","Наличные Айкумiс ","Необязательное (Продукты)","230","KZT","230","KZT","","Сок"
"19.09.20","Расход","Halyk Айкумiс ","Кафе","1790","KZT","1790","KZT","","Автодом"
"19.09.20","Расход","Наличные Медет ","Необходимое (Продукты)","280","KZT","280","KZT","","Вода"
"17.09.20","Расход","Halyk Айкумiс ","Необязательное (Продукты)","540","KZT","540","KZT","",""
"16.09.20","Расход","Kaspi Айкумiс ","Такси (Транспорт)","350","KZT","350","KZT","",""
"16.09.20","Перевод","Наличные Айкумiс ","Наличные Медет ","10","KZT","10","KZT","",""
"16.09.20","Расход","Halyk Айкумiс ","Одежда  (Покупки)","11900","KZT","11900","KZT","",""
"16.09.20","Расход","Наличные Айкумiс ","Подарки","5000","KZT","5000","KZT","","Лауре"
"16.09.20","Расход","Наличные Айкумiс ","Подарки","5000","KZT","5000","KZT","","Бата Асема"
"16.09.20","Расход","Наличные Медет ","Подарки","10000","KZT","10000","KZT","","Бата Ильяс "
"15.09.20","Расход","Kaspi Айкумiс ","Общие (Платежи)","830","KZT","830","KZT","","Мусор"
