"ДАТА","ТИП","СО СЧЁТА","НА СЧЁТ / НА КАТЕГОРИЮ","СУММА","ВАЛЮТА","СУММА 2","ВАЛЮТА 2","МЕТКИ","ЗАМЕТКИ"
"14.07.21","Расход","Kaspi Медет ","Необязательное (Продукты)","697","KZT","697","KZT","","Пиво"
"14.07.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","400","KZT","400","KZT","","Обед"
"14.07.21","Расход","Kaspi Медет ","Необязательное (Продукты)","330","KZT","330","KZT","",""
"14.07.21","Расход","Наличные Медет ","Необходимое (Продукты)","460","KZT","460","KZT","","Обед"
"14.07.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","2330","KZT","2330","KZT","","Запчасть"
"14.07.21","Перевод","Halyk Медет","Наличные Медет ","754","KZT","754","KZT","",""
"14.07.21","Расход","Наличные Медет ","Копилка","50","KZT","50","KZT","",""
"14.07.21","Расход","Halyk Медет","Здоровье","5127","KZT","5127","KZT","","Таблетки"
"14.07.21","Перевод","Halyk Медет","Для кредита халык","31000","KZT","31000","KZT","",""
"14.07.21","Расход","Halyk Медет","Общие (Платежи)","41246","KZT","41246","KZT","","Штраф"
"14.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","6230","KZT","6230","KZT","","Заправка"
"13.07.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","700","KZT","700","KZT","","Обед"
"13.07.21","Расход","Kaspi Медет ","Подарки","4000","KZT","4000","KZT","","Папе Айкумiс "
"13.07.21","Расход","Kaspi Медет ","Необязательное (Продукты)","465","KZT","465","KZT","","Кола"
"13.07.21","Расход","Halyk Медет","Кафе","3000","KZT","3000","KZT","","Додо"
"13.07.21","Расход","Halyk Медет","Покупки","6361","KZT","6361","KZT","","Для розеток "
"12.07.21","Расход","Kaspi Айкумiс ","Благотворительность (Подарки)","200","KZT","200","KZT","","Благотворительность "
"12.07.21","Расход","Kaspi Медет ","Необходимое (Продукты)","220","KZT","220","KZT","","Лепешки "
"12.07.21","Расход","Kaspi Медет ","Продукты","750","KZT","750","KZT","","Хот-дог и кофе "
"12.07.21","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","25800","KZT","25800","KZT","","Мойка"
"12.07.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","50","KZT","50","KZT","","Вода"
"12.07.21","Расход","Наличные Айкумiс ","Здоровье","90","KZT","90","KZT","","Ибупрофен"
"12.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка "
"11.07.21","Расход","Kaspi Медет ","Здоровье","76","KZT","76","KZT","","Ибупрофен"
"11.07.21","Доход","Halyk Айкумiс ","Пособие ","54832","KZT","54832","KZT","",""
"10.07.21","Перевод","Наличные Медет ","Кошелёк ","100000","KZT","100000","KZT","",""
"10.07.21","Доход","Наличные Медет ","Подарки","100000","KZT","100000","KZT","","Нагашылар"
"09.07.21","Перевод","Kaspi Медет "," Ipont","16203","KZT","16203","KZT","",""
"09.07.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"09.07.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","210","KZT","210","KZT","","Обед"
"09.07.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","8000","KZT","8000","KZT","",""
"09.07.21","Расход","Kaspi Айкумiс ","Кафе","12540","KZT","12540","KZT","","Ферст"
"09.07.21","Доход","Kaspi Медет ","Разное","15000","KZT","15000","KZT","","Подработка"
"08.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","4055","KZT","4055","KZT","","Заправка в карасу"
"08.07.21","Перевод","Вложение в бизнес","Наличные Айкумiс ","5000","KZT","5000","KZT","",""
"08.07.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","200","KZT","200","KZT","","Вода"
"07.07.21","Расход","Kaspi Айкумiс ","Здоровье","840","KZT","840","KZT","","Аптека"
"07.07.21","Расход","Kaspi Медет ","Для дома  (Покупки)","4040","KZT","4040","KZT","","Сантехник"
"06.07.21","Расход","Kaspi Медет ","Необходимое (Продукты)","639","KZT","639","KZT","","Мучное"
"05.07.21","Расход","Kaspi Медет ","Транспорт","3000","KZT","3000","KZT","","Развал"
"05.07.21","Расход","Kaspi Айкумiс ","Продукты","936","KZT","936","KZT","","Похлава"
"05.07.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","3469","KZT","3469","KZT","","Овощи"
"05.07.21","Расход","Kaspi Айкумiс ","Личный транспорт (Транспорт)","6230","KZT","6230","KZT","","Заправка"
"05.07.21","Расход","Kaspi Айкумiс ","Кафе","1970","KZT","1970","KZT","","Автодом"
"05.07.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","11000","KZT","11000","KZT","","Солнечный"
"04.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка"
"04.07.21","Расход","Наличные Медет ","Продукты","500","KZT","500","KZT","","Хлеб",""
"04.07.21","Расход","Halyk Медет","Продукты","380","KZT","380","KZT","","Выпечка"
"03.07.21","Расход","Kaspi Айкумiс ","Продукты","123","KZT","123","KZT","","Вода"
"03.07.21","Расход","Наличные Медет ","Продукты","430","KZT","430","KZT","","Завтрак"
"03.07.21","Перевод","Kaspi Медет ","Сбербанк","500","KZT","500","KZT","",""
"02.07.21","Расход","Kaspi Айкумiс ","Коммунальные (Платежи)","3500","KZT","3500","KZT","","Интернет"
"02.07.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","400","KZT","400","KZT","","Кола"
"02.07.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"02.07.21","Перевод","Halyk Медет","Kaspi Медет ","17000","KZT","17000","KZT","",""
"02.07.21","Расход","Kaspi Медет ","Общие (Платежи)","200","KZT","200","KZT","","Комиссия за перевод"
"02.07.21","Перевод","Halyk Медет","Сбербанк","62000","KZT","62000","KZT","",""
"02.07.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","30000","KZT","30000","KZT","","Резина"
"02.07.21","Перевод","Halyk Медет","Наличные Медет ","10000","KZT","10000","KZT","",""
"02.07.21","Перевод","Сбережения на машину","Наличные Медет ","20000","KZT","20000","KZT","",""
"02.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2670","KZT","2670","KZT","","Заправка"
"02.07.21","Доход","Halyk Медет","Зарплата Медет","192135.81","KZT","192135.81","KZT","","Отпускные"
"02.07.21","Расход","Halyk Медет","Досуг","3100","KZT","3100","KZT","","Табак",""
"02.07.21","Расход","Kaspi Айкумiс ","Продукты","210","KZT","210","KZT","","Самса"
"02.07.21","Расход","Kaspi Айкумiс ","Подарки","2000","KZT","2000","KZT","","Заму"
"02.07.21","Расход","Halyk Медет","Необязательное (Продукты)","345","KZT","345","KZT","","Энергетик"
"01.07.21","Расход","Наличные Медет ","Продукты","430","KZT","430","KZT","","Завтрак"
"01.07.21","Расход","Наличные Медет ","Необходимое (Продукты)","250","KZT","250","KZT","",""
"01.07.21","Расход","Kaspi Медет ","Для дома  (Покупки)","300000","KZT","300000","KZT","","Кухня"
"01.07.21","Перевод","Кошелёк ","Kaspi Медет ","300000","KZT","300000","KZT","",""
"01.07.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"01.07.21","Расход","Kaspi Айкумiс ","Продукты","170","KZT","170","KZT","",""
"01.07.21","Расход","Наличные Медет ","Необязательное (Продукты)","370","KZT","370","KZT","","Квас"
"01.07.21","Расход","Наличные Медет ","Необходимое (Продукты)","900","KZT","900","KZT","","Обед",""
"01.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","1550","KZT","1550","KZT","","Цемент для глушителя"
"01.07.21","Расход","Наличные Айкумiс ","Необязательное (Продукты)","800","KZT","800","KZT","","Сендвичи"
"01.07.21","Расход","Halyk Медет","Продукты","390","KZT","390","KZT","","Вода"
"01.07.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","1780","KZT","1780","KZT","","Заправка"
"01.07.21","Доход","Halyk Медет","Зарплата Медет","147467.28","KZT","147467.28","KZT","",""
"01.07.21","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","77040","KZT","77040","KZT","",""
"29.06.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"29.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","670","KZT","670","KZT","",""
"29.06.21","Расход","Наличные Медет ","Необходимое (Продукты)","265","KZT","265","KZT","","Вода"
"29.06.21","Перевод","Наличные Медет ","Сбережения на машину","20000","KZT","20000","KZT","",""
"29.06.21","Расход","Наличные Медет ","Необязательное (Продукты)","335","KZT","335","KZT","","Салат"
"29.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"28.06.21","Расход","Kaspi Айкумiс ","Подарки","800","KZT","800","KZT","","Торт"
"28.06.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.06.21","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание"
"28.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","5000","KZT","5000","KZT","","Резина"
"28.06.21","Расход","Kaspi Медет ","Разное (Покупки)","800","KZT","800","KZT","","Ставка"
"28.06.21","Расход","Kaspi Медет ","Баланс телефона (Платежи)","32","KZT","32","KZT","",""
"28.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","3000","KZT","3000","KZT","","Оплетка"
"28.06.21","Расход","Наличные Медет ","Подарки","5000","KZT","5000","KZT","","Коримдик маме"
"27.06.21","Расход","Наличные Медет ","Продукты","130","KZT","130","KZT","","Вода"
"27.06.21","Расход","Наличные Медет ","Копилка","350","KZT","350","KZT","",""
"27.06.21","Расход","Наличные Медет ","Необязательное (Продукты)","360","KZT","360","KZT","","Квас"
"27.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","180","KZT","180","KZT","","Лампа"
"27.06.21","Перевод","Kaspi Медет "," Ipont","16203","KZT","16203","KZT","",""
"27.06.21","Перевод","Halyk Медет","Наличные Медет ","38000","KZT","38000","KZT","",""
"27.06.21","Перевод","Halyk Медет","Бытовая техника","19248.96","KZT","19248.96","KZT","",""
"27.06.21","Перевод","Halyk Медет","Мажорский телик","11478.33","KZT","11478.33","KZT","",""
"27.06.21","Перевод","Halyk Медет","Kaspi Медет ","16000","KZT","16000","KZT","",""
"27.06.21","Перевод","Halyk Медет","Сбербанк","65000","KZT","65000","KZT","",""
"26.06.21","Расход","Halyk Медет","Кафе","4000","KZT","4000","KZT","","С Аманом"
"26.06.21","Расход","Halyk Медет","Необходимое (Продукты)","2874","KZT","2874","KZT","","Солнечный"
"26.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","4405","KZT","4405","KZT","","Заправка Диас и я"
"26.06.21","Перевод","Halyk Медет","Kaspi Айкумiс ","500","KZT","500","KZT","",""
"26.06.21","Перевод","Наличные Медет ","Кошелёк ","200000","KZT","200000","KZT","",""
"26.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","1700","KZT","1700","KZT","","Мойка"
"26.06.21","Расход","Наличные Медет ","Продукты","175","KZT","175","KZT","","Вода"
"26.06.21","Перевод","Halyk Медет","Наличные Медет ","2000","KZT","2000","KZT","",""
"26.06.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","800","KZT","800","KZT","",""
"26.06.21","Перевод","Нам должны","Kaspi Айкумiс ","2000","KZT","2000","KZT","",""
"25.06.21","Расход","Halyk Медет","Необязательное (Продукты)","1234","KZT","1234","KZT","","Мороженое",""
"25.06.21","Доход","Halyk Медет","Зарплата Медет","165240","KZT","165240","KZT","",""
"25.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"24.06.21","Доход","Наличные Медет ","Подарки","200000","KZT","200000","KZT","","От родителей на новоселье"
"24.06.21","Расход","Наличные Медет ","Необходимое (Продукты)","120","KZT","120","KZT","","Вода"
"23.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"22.06.21","Перевод","Наличные Медет ","Наличные Айкумiс ","1000","KZT","1000","KZT","",""
"22.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2625","KZT","2625","KZT","","Заправка"
"22.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","1000","KZT","1000","KZT","","Продукты"
"22.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","240","KZT","240","KZT","",""
"22.06.21","Расход","Наличные Медет ","Необязательное (Продукты)","280","KZT","280","KZT","","Энергетик"
"22.06.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","800","KZT","800","KZT","",""
"22.06.21","Перевод","Наличные Айкумiс ","Наличные Медет ","5000","KZT","5000","KZT","",""
"21.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"21.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","100","KZT","100","KZT","","Вода"
"21.06.21","Расход","Kaspi Медет ","Продукты","200","KZT","200","KZT","","Вода Алинуру"
"21.06.21","Расход","Kaspi Медет ","Необходимое (Продукты)","365","KZT","365","KZT","","Молоко",""
"21.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","2500","KZT","2500","KZT","",""
"20.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","2072","KZT","2072","KZT","","Овощи"
"20.06.21","Расход","Halyk Медет","Баланс телефона (Платежи)","89","KZT","89","KZT","",""
"20.06.21","Расход","Halyk Медет","Необязательное (Продукты)","320","KZT","320","KZT","","Сок"
"20.06.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","1700","KZT","1700","KZT","","Заправка"
"20.06.21","Доход","Kaspi Медет ","Такси","1500","KZT","1500","KZT","",""
"20.06.21","Перевод","Наличные Медет ","Наличные Айкумiс ","5000","KZT","5000","KZT","",""
"19.06.21","Расход","Наличные Айкумiс ","Уход за собой","3000","KZT","3000","KZT","","Ногти"
"19.06.21","Расход","Kaspi Айкумiс ","Уход за собой","500","KZT","500","KZT","","Ногти"
"19.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","150","KZT","150","KZT","","Вода"
"19.06.21","Перевод","Кошелёк ","Наличные Медет ","5000","KZT","5000","KZT","",""
"19.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"19.06.21","Перевод","Наличные Медет ","Наличные Айкумiс ","1000","KZT","1000","KZT","",""
"18.06.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"18.06.21","Расход","Halyk Медет","Необходимое (Продукты)","663","KZT","663","KZT","","Обед и лампочка"
"18.06.21","Расход","Наличные Медет ","Платежи","270","KZT","270","KZT","","Добавил на технику"
"18.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","2000","KZT","2000","KZT","","Солнечный"
"18.06.21","Расход","Kaspi Айкумiс ","Продукты","270","KZT","270","KZT","","Обед"
"18.06.21","Расход","Наличные Медет ","Для дома  (Покупки)","280000","KZT","280000","KZT","","Техника"
"18.06.21","Перевод","Кошелёк ","Наличные Медет ","280000","KZT","280000","KZT","",""
"18.06.21","Расход","Наличные Медет ","Продукты","245","KZT","245","KZT","","Вода"
"18.06.21","Расход","Наличные Медет ","Копилка","200","KZT","200","KZT","",""
"17.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"17.06.21","Перевод","Kaspi Айкумiс ","Нам должны","2000","KZT","2000","KZT","","Жузира"
"17.06.21","Расход","Наличные Медет ","Необходимое (Продукты)","320","KZT","320","KZT","","Чай"
"17.06.21","Расход","Наличные Медет ","Общие (Платежи)","7500","KZT","7500","KZT","","Сантехник"
"16.06.21","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","1160","KZT","1160","KZT","","Фикспрайс"
"16.06.21","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","1800","KZT","1800","KZT","","Форма для запекания"
"16.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"16.06.21","Расход","Kaspi Айкумiс ","Продукты","300","KZT","300","KZT","","Обед"
"16.06.21","Расход","Наличные Медет ","Копилка","150","KZT","150","KZT","",""
"16.06.21","Расход","Наличные Медет ","Кафе","3310","KZT","3310","KZT","","Суши"
"16.06.21","Перевод","Кошелёк ","Наличные Медет ","15000","KZT","15000","KZT","",""
"16.06.21","Перевод","Наличные Медет ","Kaspi Айкумiс ","6000","KZT","6000","KZT","",""
"15.06.21","Расход","Сбербанк","Кредит (Платежи)","64157.17","KZT","64157.17","KZT","","Ипотека"
"15.06.21","Расход","Наличные Медет ","Подарки","2000","KZT","2000","KZT","","До Денис"
"15.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2595","KZT","2595","KZT","","Заправка"
"15.06.21","Расход","Halyk Медет","Продукты","903","KZT","903","KZT","","Обед",""
"15.06.21","Расход","Halyk Медет","Для дома  (Покупки)","750","KZT","750","KZT","","Уголок для ванны"
"15.06.21","Расход","Наличные Медет ","Для дома  (Покупки)","22000","KZT","22000","KZT","","Стулья"
"15.06.21","Перевод","Кошелёк ","Наличные Медет ","30000","KZT","30000","KZT","",""
"15.06.21","Расход","Наличные Айкумiс ","Продукты","75","KZT","75","KZT","","Кофе"
"15.06.21","Расход","Kaspi Айкумiс ","Коммунальные (Платежи)","1963.79","KZT","1963.79","KZT","","Интернет"
"15.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","7148","KZT","7148","KZT","",""
"15.06.21","Расход","Kaspi Айкумiс ","Продукты","1701","KZT","1701","KZT","","Овощи"
"15.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","460","KZT","460","KZT","","Обед"
"15.06.21","Расход","Halyk Медет","Для дома  (Покупки)","415","KZT","415","KZT","","Силикон"
"14.06.21","Расход","Kaspi Айкумiс ","Продукты","300","KZT","300","KZT","","Обед"
"14.06.21","Расход","Kaspi Медет ","Баланс телефона (Платежи)","228","KZT","228","KZT","",""
"13.06.21","Расход","Halyk Медет","Продукты","200","KZT","200","KZT","","Кола"
"13.06.21","Расход","Halyk Медет","Досуг","1001","KZT","1001","KZT","","Пиво"
"13.06.21","Расход","Наличные Айкумiс ","Такси (Транспорт)","670","KZT","670","KZT","",""
"13.06.21","Перевод","Кошелёк ","Kaspi Айкумiс ","20000","KZT","20000","KZT","",""
"13.06.21","Расход","Kaspi Айкумiс ","Кафе","1200","KZT","1200","KZT","","Донер"
"13.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","8202","KZT","8202","KZT","",""
"13.06.21","Расход","Наличные Айкумiс ","Для дома  (Покупки)","14880","KZT","14880","KZT","",""
"13.06.21","Расход","Halyk Айкумiс ","Продукты","170","KZT","170","KZT","","Вода"
"12.06.21","Расход","Наличные Айкумiс ","Необязательное (Продукты)","660","KZT","660","KZT","","Перекус"
"12.06.21","Расход","Halyk Медет","Для дома  (Покупки)","550","KZT","550","KZT","","Тряпки"
"12.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2625","KZT","2625","KZT","","Заправка"
"12.06.21","Перевод","Halyk Айкумiс ","Наличные Айкумiс ","13000","KZT","13000","KZT","",""
"11.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"11.06.21","Расход","Наличные Айкумiс ","Для дома  (Покупки)","300","KZT","300","KZT","","Патрон"
"11.06.21","Расход","Halyk Айкумiс ","Для дома  (Покупки)","984","KZT","984","KZT","","Лампы"
"11.06.21","Расход","Halyk Медет","Необязательное (Продукты)","200","KZT","200","KZT","","Вода"
"10.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"10.06.21","Расход","Kaspi Айкумiс ","Продукты","410","KZT","410","KZT","","Обед"
"10.06.21","Расход","Kaspi Айкумiс ","Здоровье","1500","KZT","1500","KZT","","Крем"
"10.06.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","2700","KZT","2700","KZT","","Заправка"
"10.06.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","3000","KZT","3000","KZT","",""
"10.06.21","Расход","Kaspi Айкумiс ","Благотворительность (Подарки)","1000","KZT","1000","KZT","","Благотворительность"
"10.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","2500","KZT","2500","KZT","","Цепочка"
"10.06.21","Перевод","Наличные Айкумiс ","Кошелёк ","10000","KZT","10000","KZT","",""
"10.06.21","Перевод","Halyk Айкумiс ","Кошелёк ","40000","KZT","40000","KZT","",""
"09.06.21","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","800","KZT","800","KZT","",""
"09.06.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","1230","KZT","1230","KZT","",""
"09.06.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","190","KZT","190","KZT","","Вода"
"09.06.21","Перевод","Halyk Медет","Бытовая техника","19248.96","KZT","19248.96","KZT","",""
"09.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"08.06.21","Расход","Наличные Медет ","Копилка","200","KZT","200","KZT","",""
"08.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","280","KZT","280","KZT","","Обед"
"08.06.21","Расход","Halyk Медет","Необязательное (Продукты)","299","KZT","299","KZT","","Сникерс"
"08.06.21","Расход","Наличные Медет ","Необязательное (Продукты)","300","KZT","300","KZT","","Сок"
"08.06.21","Расход","Kaspi Медет ","Разное (Покупки)","1497.5","KZT","1497.5","KZT","","Чаша"
"08.06.21","Перевод","Наличные Медет ","Kaspi Медет ","500","KZT","500","KZT","",""
"07.06.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","380","KZT","380","KZT","","Куас"
"07.06.21","Перевод","Наличные Медет ","Kaspi Медет ","1000","KZT","1000","KZT","",""
"07.06.21","Расход","Наличные Медет ","Необходимое (Продукты)","500","KZT","500","KZT","","Вода"
"07.06.21","Расход","Наличные Медет ","Продукты","300","KZT","300","KZT","","Мороженое"
"07.06.21","Расход","Наличные Айкумiс ","Продукты","300","KZT","300","KZT","","Мороженое"
"07.06.21","Перевод","Halyk Медет","Наличные Медет ","2000","KZT","2000","KZT","",""
"07.06.21","Расход","Halyk Медет","Такси (Транспорт)","3000","KZT","3000","KZT","","Газель"
"07.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2550","KZT","2550","KZT","","Заправкк"
"07.06.21","Перевод","Halyk Медет","Мажорский телик","11478.33","KZT","11478.33","KZT","",""
"07.06.21","Доход","Halyk Айкумiс ","Пособие ","54832","KZT","54832","KZT","",""
"07.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","210","KZT","210","KZT","","Перекус"
"07.06.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","60","KZT","60","KZT","","Вода"
"07.06.21","Расход","Kaspi Айкумiс ","Кафе","2380","KZT","2380","KZT","","Локал кичен"
"07.06.21","Расход","Наличные Медет ","Здоровье","20","KZT","20","KZT","","Маска"
"07.06.21","Расход","Наличные Медет ","Необходимое (Продукты)","480","KZT","480","KZT","","Сметана"
"06.06.21","Расход","Наличные Медет ","Копилка","300","KZT","300","KZT","",""
"06.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","4000","KZT","4000","KZT","","Ремонт генератора"
"06.06.21","Перевод","Kaspi Медет ","Наличные Медет ","2000","KZT","2000","KZT","",""
"06.06.21","Расход","Halyk Медет","Необходимое (Продукты)","10103","KZT","10103","KZT","","Гулине"
"06.06.21","Расход","Halyk Медет","Разное (Покупки)","820","KZT","820","KZT","","Клей"
"06.06.21","Перевод","Нам должны","Kaspi Айкумiс ","7500","KZT","7500","KZT","",""
"06.06.21","Перевод","Halyk Медет","Кошелёк ","340000","KZT","340000","KZT","",""
"05.06.21","Расход","Наличные Айкумiс ","Платежи","15","KZT","15","KZT","","Туалет"
"05.06.21","Расход","Kaspi Айкумiс ","Кафе","1955","KZT","1955","KZT","",""
"05.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","1500","KZT","1500","KZT","",""
"05.06.21","Расход","Kaspi Айкумiс ","Разное (Покупки)","3250","KZT","3250","KZT","","Телефонные аксессуары"
"05.06.21","Расход","Kaspi Айкумiс ","Одежда  (Покупки)","14000","KZT","14000","KZT","",""
"05.06.21","Расход","Наличные Медет ","Продукты","685","KZT","685","KZT","",""
"05.06.21","Перевод","Kaspi Айкумiс ","Наличные Айкумiс ","15000","KZT","15000","KZT","",""
"05.06.21","Перевод","Kaspi Айкумiс ","Кошелёк ","50000","KZT","50000","KZT","",""
"05.06.21","Расход","Halyk Медет","Необходимое (Продукты)","1460","KZT","1460","KZT","","Овощи"
"05.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2550","KZT","2550","KZT","","Заправка"
"05.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","400","KZT","400","KZT","","Колеса"
"05.06.21","Перевод","Наличные Медет ","Kaspi Медет ","2000","KZT","2000","KZT","",""
"05.06.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","4100","KZT","4100","KZT","","Диодный мост"
"05.06.21","Перевод","Halyk Медет","Наличные Медет ","6000","KZT","6000","KZT","",""
"05.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Варка глушителя"
"05.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","5500","KZT","5500","KZT","",""
"05.06.21","Расход","Наличные Медет ","Досуг","4300","KZT","4300","KZT","","Хукаура"
"05.06.21","Расход","Наличные Айкумiс ","Кафе","650","KZT","650","KZT","","Денер"
"04.06.21","Расход","Halyk Медет","Необходимое (Продукты)","190","KZT","190","KZT","","Вода"
"04.06.21","Расход","Halyk Медет","Необязательное (Продукты)","150","KZT","150","KZT","","Жвачкк"
"04.06.21","Расход","Наличные Медет ","Необязательное (Продукты)","545","KZT","545","KZT","","Мороженое"
"04.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","5383","KZT","5383","KZT","",""
"04.06.21","Расход","Kaspi Медет ","Досуг","2500","KZT","2500","KZT","","Поездка в дангербай"
"03.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","9000","KZT","9000","KZT","",""
"03.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","146","KZT","146","KZT","","Каруста"
"03.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","260","KZT","260","KZT","","Обед"
"03.06.21","Расход","Наличные Медет ","Продукты","505","KZT","505","KZT","","Томат"
"03.06.21","Расход","Наличные Медет ","Уход за собой","2000","KZT","2000","KZT","","Стрижка"
"02.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"02.06.21","Перевод","Halyk Медет","Наличные Медет ","10000","KZT","10000","KZT","",""
"01.06.21","Доход","Halyk Медет","Зарплата Медет","353489.78","KZT","353489.78","KZT","",""
"01.06.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"01.06.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","11000","KZT","11000","KZT","",""
"01.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","270","KZT","270","KZT","","Обед"
"01.06.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","165","KZT","165","KZT","","Перекус"
"01.06.21","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","77040","KZT","77040","KZT","",""
"01.06.21","Расход","Наличные Медет ","Продукты","155","KZT","155","KZT","","Вода"
